t,T1,T2,T3,T4,
2258,187.00,136.75,88.75,89.75,
2259,187.50,137.25,89.25,89.50,
2260,188.00,137.00,89.25,89.75,
2261,187.50,136.75,89.00,89.50,
2262,187.50,137.25,89.00,89.50,
2263,187.50,136.75,89.25,89.75,
2264,187.50,136.50,89.00,90.00,
2265,187.50,136.75,89.00,90.00,
2266,187.25,136.25,89.00,90.00,
2267,187.50,136.75,89.25,89.75,
2268,187.50,136.50,89.00,89.75,
2269,187.25,136.75,89.00,89.50,
2270,187.50,136.75,89.00,89.75,
2271,187.50,136.50,89.25,89.50,
2272,187.50,137.00,88.75,89.75,
2273,187.25,136.75,89.00,90.00,
2274,187.50,136.75,89.00,89.25,
2275,187.75,136.50,89.50,90.25,
2276,187.75,136.75,89.25,90.00,
2277,187.25,136.25,89.50,89.75,
2278,187.75,136.50,88.75,90.00,
2279,187.25,136.00,89.50,90.00,
2280,187.75,136.50,89.50,89.75,
2281,187.50,136.25,89.25,89.75,
2282,187.75,136.50,89.25,89.75,
2283,187.75,136.00,89.25,90.00,
2284,188.00,136.00,89.50,90.00,
2285,188.00,136.25,88.75,90.00,
2286,188.25,136.25,89.50,90.00,
2287,187.75,136.00,89.25,90.00,
2288,187.25,135.75,89.25,90.00,
2289,188.25,135.75,89.00,90.00,
2290,187.75,135.25,89.25,90.00,
2291,187.75,135.75,89.75,90.00,
2292,187.75,135.50,89.75,90.00,
2293,188.00,135.75,89.25,90.00,
2294,188.25,135.50,89.75,90.25,
2295,188.25,135.50,89.50,90.25,
2296,188.00,135.50,89.50,90.25,
2297,188.25,135.50,89.25,90.25,
2298,187.75,135.50,89.50,90.25,
2299,188.00,135.25,89.50,90.00,
2300,188.00,134.75,89.75,90.00,
2301,187.50,135.25,89.25,90.00,
2302,188.00,135.25,89.50,90.25,
2303,187.75,135.25,89.25,90.25,
2304,187.75,135.50,89.50,90.25,
2305,188.00,135.00,89.75,90.25,
2306,187.75,134.50,89.75,90.25,
2307,188.00,135.00,89.50,90.25,
2308,187.50,135.00,90.00,90.50,
2309,187.75,134.25,90.00,90.50,
2310,187.50,135.00,89.50,90.25,
2311,188.25,135.00,89.50,90.25,
2312,188.00,135.00,89.75,90.25,
2313,187.25,135.00,89.50,90.50,
2314,187.75,135.00,90.00,90.25,
2315,187.75,134.75,90.00,90.25,
2316,188.00,134.75,89.75,90.75,
2317,187.25,134.50,89.50,90.50,
2318,188.00,134.25,89.75,90.50,
2319,188.00,134.50,89.75,90.50,
2320,187.50,134.50,90.25,90.75,
2321,187.75,134.50,89.75,90.50,
2322,187.75,134.25,90.00,90.50,
2323,188.00,134.25,90.00,90.75,
2324,187.75,134.25,90.00,90.25,
2325,187.75,134.50,89.75,90.00,
2326,187.25,134.25,90.25,90.50,
2327,188.00,134.00,90.00,90.75,
2328,187.75,134.25,90.25,90.75,
2329,187.50,134.25,89.75,90.75,
2330,187.75,133.75,89.50,90.50,
2331,187.25,133.75,90.00,90.50,
2332,187.50,134.50,90.25,90.75,
2333,188.00,133.75,89.75,90.50,
2334,187.50,134.25,89.50,90.50,
2335,187.50,134.00,89.75,90.50,
2336,187.25,134.25,90.25,90.75,
2337,187.50,134.50,89.50,90.50,
2338,187.50,134.25,89.50,90.25,
2339,187.25,133.75,89.75,90.75,
2340,187.25,133.75,90.00,90.75,
2341,187.50,134.50,90.00,90.75,
2342,187.25,133.75,89.25,90.50,
2343,187.50,134.00,90.00,90.25,
2344,187.50,134.00,89.75,90.25,
2345,187.00,134.75,90.25,91.00,
2346,187.50,134.25,90.50,91.00,
2347,187.50,134.00,89.75,90.75,
2348,187.50,134.25,89.75,91.25,
2349,187.25,134.00,90.00,91.00,
2350,187.25,134.00,90.25,91.00,
2351,187.50,134.25,90.25,90.75,
2352,187.25,134.25,90.25,90.50,
2353,187.00,134.00,90.25,90.75,
2354,187.25,134.50,90.00,91.25,
2355,187.25,134.25,90.50,91.00,
2356,187.50,134.50,90.25,91.00,
2357,187.25,134.75,90.00,91.00,
2358,186.75,134.50,90.25,91.00,
2359,187.00,134.50,90.50,91.00,
2360,187.50,134.50,90.25,90.75,
2361,187.00,134.50,90.00,91.00,
2362,187.50,134.75,90.25,91.00,
2363,187.00,134.75,89.75,90.75,
2364,187.50,134.50,90.50,91.00,
2365,187.25,135.25,90.50,91.00,
2366,187.25,134.75,90.50,91.00,
2367,186.75,135.25,90.00,91.00,
2368,186.75,135.00,90.25,91.25,
2369,187.00,135.25,90.75,90.50,
2370,186.75,135.50,90.50,91.25,
2371,187.00,135.25,90.50,91.25,
2372,187.25,135.25,90.25,91.25,
2373,187.00,135.75,90.50,91.25,
2374,186.75,135.50,90.00,91.00,
2375,187.00,135.00,90.25,91.25,
2376,187.00,135.75,90.25,91.25,
2377,186.50,135.50,90.50,91.00,
2378,187.25,135.75,90.50,91.50,
2379,186.75,136.00,90.75,91.25,
2380,186.50,136.25,90.75,91.00,
2381,187.00,136.25,90.25,91.50,
2382,186.75,136.25,90.75,90.75,
2383,186.75,136.25,90.50,91.50,
2384,186.75,136.50,90.25,91.50,
2385,187.25,136.75,90.75,91.50,
2386,186.75,136.75,90.50,91.25,
2387,186.75,137.00,90.75,91.50,
2388,187.00,137.75,91.00,90.50,
2389,187.00,137.50,90.00,91.00,
2390,186.75,138.00,90.25,91.50,
2391,187.00,138.25,90.75,91.75,
2392,187.25,138.00,90.50,91.25,
2393,187.25,138.25,90.50,91.25,
2394,187.00,138.50,91.00,91.25,
2395,187.25,138.50,90.75,91.75,
2396,187.00,138.50,91.00,91.00,
2397,186.75,138.25,90.75,91.50,
2398,187.25,138.25,91.00,91.25,
2399,187.00,139.00,91.00,91.50,
2400,187.00,139.00,91.00,91.25,
2401,187.00,139.00,91.00,91.50,
2402,187.25,138.75,90.50,92.00,
2403,187.00,139.25,91.25,91.00,
2404,186.75,139.75,91.00,91.25,
2405,186.50,139.25,91.00,91.75,
2406,187.00,139.75,91.25,92.00,
2407,187.25,139.75,91.00,91.25,
2408,187.25,139.75,91.00,91.25,
2409,187.25,139.75,91.00,92.00,
2410,187.50,140.00,91.25,91.50,
2411,187.50,140.00,90.50,91.50,
2412,187.00,140.00,90.75,91.25,
2413,187.50,140.50,90.75,91.50,
2414,187.75,140.75,91.00,91.75,
2415,187.50,140.75,91.00,91.75,
2416,187.25,140.25,91.25,91.50,
2417,187.75,140.75,91.00,91.50,
2418,187.75,141.00,91.00,91.75,
2419,187.25,141.00,90.75,91.75,
2420,187.75,141.50,91.00,91.50,
2421,188.00,141.75,91.25,91.50,
2422,187.50,141.25,90.75,91.25,
2423,188.00,141.50,91.25,91.25,
2424,187.75,141.50,91.25,91.75,
2425,188.25,141.50,90.75,91.75,
2426,187.75,141.50,91.25,91.25,
2427,187.25,141.00,90.75,92.25,
2428,187.75,141.25,91.50,91.50,
2429,187.50,140.75,91.00,92.00,
2430,188.25,141.00,91.00,92.00,
2431,188.00,141.00,91.50,92.00,
2432,188.25,141.00,91.25,91.75,
2433,188.50,141.00,91.25,92.00,
2434,188.50,141.25,91.50,91.50,
2435,188.00,141.75,91.25,92.00,
2436,188.00,141.50,91.00,92.25,
2
